Fecha_Accidente,DIRECCION ACCIDENTE,CONDICION_VICTIMA,GRAVEDAD_ACCIDENTE,CLASE_ACCIDENTE,SEXO_VICTIMA,EDAD_VICTIMA,CANTIDAD_VICTIMAS
2018-11-19,CALLE 110 CARRERA 9G-520,Peaton,herido,Choque,M,45,1
2018-11-19,CARRERA 38 CALLE 43,Motociclista,herido,Choque,M,26,1
2018-11-19,CL 35 CR 39,Ciclista,herido,Choque,M,47,1
2018-11-19,CL 36 CR 39,Ciclista,herido,Choque,M,63,1
2018-11-20,CALLE 110 CARRERA 6E,Motociclista,herido,Choque,M,36,1
2018-11-20,CALLE 110 CARRERA 6E,Pasajero,herido,Choque,M,39,1
2018-11-20,CARRERA 43 N°84-124,Motociclista,herido,Choque,F,27,1
2018-11-20,CL 21 CR 16,Acompañante,herido,Choque,M,11,1
2018-11-20,CL 21 CR 16,Acompañante,herido,Choque,M,35,1
2018-11-20,VIA 40 CALLE 80,Motociclista,herido,Choque,M,40,1
2018-11-21,CR 8 CL 35,Motociclista,herido,Choque,M,44,1
2018-11-22,AV CIRCUNVALAR CL 51B,Acompañante,herido,Choque,M,36,1
2018-11-22,AV CIRCUNVALAR CL 51B,Conductor,herido,Choque,M,36,1
2018-11-22,CR 1 CL 45,Motociclista,herido,Choque,M,48,1
2018-11-22,CR 14 CL 63B,Motociclista,herido,Choque,M,21,1
2018-11-22,VIA 40 CALLE 110,Acompañante,herido,Choque,F,29,1
2018-11-22,VIA 40 CALLE 110,Motociclista,herido,Choque,F,38,1
2018-11-22,VIA 40 CL 106,Motociclista,herido,Choque,F,24,1
2018-11-23,VIA 40 CL 79B,Peaton,herido,Atropello,M,18,2
2018-11-23,CALLE 53D N°24B-39,Pasajero,herido,Caida Ocupante,F,62,1
2018-11-23,CALLE 82 CARRERA 43,Motociclista,herido,Choque,M,41,1
2018-11-23,CALLE 83 CARRERA 42B1,Conductor,herido,Choque,M,20,1
2018-11-23,CARRERA 14 CALLE 55,Motociclista,herido,Choque,M,34,1
2018-11-23,CL 90B 6A SUR 80,Acompañante,herido,Choque,M,19,1
2018-11-23,CLLE 91 CRA 50,Motociclista,herido,Choque,M,49,1
2018-11-24,CL 84B CR 39B 42,Motociclista,herido,Choque,M,24,1
2018-11-24,CR 21 CL 84A,Conductor,herido,Choque,M,21,1
2018-11-24,CR 21 CL 84A,Motociclista,herido,Choque,M,36,1
2018-11-25,VIA 40 CL 79,Peaton,muerto,Atropello,M,39,1
2018-11-25,CARRERA 43 CALLE 75,Motociclista,herido,Choque,M,17,1
2018-11-25,CL 14 CR 19 208,Motociclista,muerto,Choque,M,20,1
2018-11-25,CL 44 CR 38,Motociclista,herido,Choque,M,26,1
2018-11-25,CL 45 CR 46,Acompañante,herido,Choque,M,23,1
2018-11-25,CL 45 CR 46,Acompañante,herido,Choque,M,24,1
2018-11-25,CL 45 CR 46,Pasajero,herido,Choque,M,21,1
2018-11-25,CL 45C CR 7,Motociclista,herido,Choque,M,21,1
2018-11-25,CL 75 CR 53,Pasajero,herido,Choque,F,40,1
2018-11-25,CL 75 CR 53,Pasajero,herido,Choque,M,14,1
2018-11-25,CL 84B CR 39B,Motociclista,herido,Choque,M,21,1
2018-11-25,CR 7 CL 91,Motociclista,herido,Choque,M,24,1
2018-11-26,CL 69C 38 39,Peaton,herido,Atropello,M,28,1
2018-11-26,CALLE 30 CARRERA 32,Acompañante,herido,Choque,F,32,1
2018-11-26,CL 110 CR 9G,Motociclista,herido,Choque,M,46,1
2018-11-26,CL 83 CR 42,Motociclista,herido,Choque,M,56,1
2018-11-27,CALLE 74 CARRERA 54,Pasajero,herido,Choque,M,2,1
2018-11-28,CARRERA 1E N°88-20,Peaton,herido,Atropello,M,5,1
2018-11-28,CL 110 CR 9G,Motociclista,herido,Choque,M,62,1
2018-11-28,CL 14 CR 9,Pasajero,herido,Choque,M,40,1
2018-11-28,CL 85 CR 64,Motociclista,herido,Choque,M,48,1
2018-11-29,CL 34 CR 43,Pasajero,herido,Caida Ocupante,F,57,1
2018-11-29,CL 76 23F 63,Pasajero,herido,Choque,M,22,1
2018-11-29,CL 76 23F 63,Pasajero,herido,Choque,M,29,1
2018-11-29,CL 82 CR 45,Motociclista,herido,Choque,F,36,1
2018-11-30,CARRERA 43 CALLE 72,Peaton,herido,Atropello,M,19,1
2018-11-30,CL 110 CR 13C,Peaton,herido,Atropello,M,33,1
2018-11-30,CL 110 CR 13C,Peaton,herido,Atropello,M,39,1
2018-11-30,CL 30 CR 4,Acompañante,herido,Atropello,M,25,1
2018-11-30,CL 30 CR 4,Peaton,herido,Atropello,M,21,1
2018-11-30,CL 30 CR 4,Peaton,herido,Atropello,M,24,1
2018-11-30,CL 30 CR 4,Peaton,herido,Atropello,M,30,1
2018-11-30,CL 30 CR 4,Peaton,herido,Atropello,M,33,1
2018-11-30,VIA 40 CL 82,Pasajero,herido,Atropello,M,19,1
2018-11-30,CALLE 51B N°1G-06,Ciclista,herido,Choque,M,38,1
2018-11-30,CARRERA 16 CALLE 47B,Motociclista,herido,Choque,M,57,1
2018-11-30,CARRERA 46 CALLE 95,Pasajero,herido,Choque,F,38,1
2018-11-30,CARRERA 51B CALLE 85,Acompañante,herido,Choque,F,25,1
2018-11-30,CARRERA 51B CALLE 85,Ciclista,herido,Choque,M,22,1
2018-11-30,CARRERA 51B CALLE 85,Motociclista,herido,Choque,F,35,1
2018-11-30,CARRERA 71 CALLE 80,Conductor,herido,Choque,M,34,1
2018-11-30,CL 37 CR 39,Motociclista,herido,Choque,M,39,1
2018-11-30,CR 39B CL 68,Motociclista,herido,Choque,M,34,1
2018-11-30,CR 39B CL 68,Pasajero,herido,Choque,F,31,1
2018-12-01,CALLE 83 CARRERA 42D,Motociclista,herido,Choque,M,33,1
2018-12-01,CARRERA 38 CALLE 81,Motociclista,herido,Choque,M,25,1
2018-12-01,CL 110 36B 35,Motociclista,herido,Choque,M,50,1
2018-12-01,CL 110 36B 35,Pasajero,herido,Choque,M,28,2
2018-12-01,CL 110 36B 35,Pasajero,herido,Choque,M,51,1
2018-12-01,CL 44 CR 31,Motociclista,herido,Choque,M,23,1
2018-12-01,CR 33 CL 51,Motociclista,herido,Choque,M,27,1
2018-12-02,CALLE 45 CARRERA 15SUR,Peaton,herido,Atropello,M,48,1
2018-12-02,CR 11 21 24,Peaton,herido,Atropello,M,6,1
2018-12-02,CALLE 64 CARRERA 20B,Conductor,herido,Choque,M,59,1
2018-12-02,CALLE 72 CARRERA 58,Conductor,herido,Choque,M,61,1
2018-12-02,CALLE 72 CARRERA 58,Pasajero,herido,Choque,F,27,1
2018-12-02,CALLE 72 CARRERA 58,Pasajero,herido,Choque,M,36,1
2018-12-02,CR 27 CL 72C,Motociclista,herido,Choque,M,21,1
2018-12-02,VIA 40 85 160,Motociclista,herido,Otro,F,31,1
2018-12-02,VIA 40 85 160,Pasajero,herido,Otro,F,25,1
2018-12-03,CARRERA 38 N°84-63,Peaton,herido,Atropello,M,16,1
2018-12-03,CL 45 CR 43,Peaton,herido,Atropello,F,73,1
2018-12-03,CRA 42H CALLE 85,Peaton,herido,Atropello,M,40,1
2018-12-03,CL 44B CR 1,Motociclista,herido,Choque,M,39,1
2018-12-03,VIA 40 CALLE 45,Pasajero,herido,Choque,F,27,1
2018-12-03,CR 44 CL 66,Conductor,herido,Volcamiento,M,47,1
2018-12-03,CR 44 CL 66,Pasajero,herido,Volcamiento,F,23,1
2018-12-03,CR 44 CL 66,Pasajero,herido,Volcamiento,F,35,1
2018-12-03,CR 44 CL 66,Pasajero,herido,Volcamiento,M,20,1
2018-12-03,CR 44 CL 66,Pasajero,herido,Volcamiento,M,21,1
2018-12-03,CR 44 CL 66,Pasajero,herido,Volcamiento,M,23,2
2018-12-03,CR 44 CL 66,Pasajero,herido,Volcamiento,M,25,2
2018-12-03,CR 44 CL 66,Pasajero,herido,Volcamiento,M,26,1
2018-12-03,CR 44 CL 66,Pasajero,herido,Volcamiento,M,33,1
2018-12-03,CR 44 CL 66,Pasajero,herido,Volcamiento,M,35,1
2018-12-03,CR 44 CL 66,Pasajero,herido,Volcamiento,M,38,2
2018-12-03,CR 44 CL 66,Pasajero,herido,Volcamiento,M,40,1
2018-12-03,CR 44 CL 66,Pasajero,herido,Volcamiento,M,44,1
2018-12-03,CR 44 CL 66,Pasajero,herido,Volcamiento,M,46,2
2018-12-03,CR 44 CL 66,Pasajero,herido,Volcamiento,M,59,1
2018-12-03,CR 44 CL 66,Pasajero,herido,Volcamiento,M,74,1
2018-12-04,CL 74 CR 41,Pasajero,herido,Caida Ocupante,M,41,1
2018-12-04,CL 30 CR 21B,Acompañante,herido,Choque,M,30,1
2018-12-04,CL 75 CR 65,Conductor,herido,Choque,F,66,1
2018-12-05,CL 110 CR 26A,Pasajero,herido,Atropello,M,63,1
2018-12-05,AV CIRCUNVALAR CL 51B,Motociclista,herido,Choque,M,34,1
2018-12-05,CARRERA 7A N°17-150,Pasajero,herido,Choque,F,23,1
2018-12-05,CL 61 CR 35,Motociclista,herido,Choque,M,28,1
2018-12-05,VIA 40 CALLE 69,Pasajero,herido,Choque,F,21,1
2018-12-06,CL 26 CR 12,Motociclista,herido,Choque,M,21,1
2018-12-06,CL 30 CR 27,Motociclista,herido,Choque,M,29,1
2018-12-06,CR 51B CL 98,Pasajero,herido,Choque,M,39,1
2018-12-07,CL 30 FRENTE 26 132,Motociclista,herido,Atropello,M,27,1
2018-12-07,CL 30 FRENTE 26 132,Peaton,herido,Atropello,M,80,1
2018-12-07,CL 52 32 33,Peaton,herido,Atropello,M,66,1
2018-12-07,AV CIRCUNVALAR CON 31,Pasajero,herido,Choque,F,43,1
2018-12-07,AV CIRCUNVALAR LAS MALVINAS,Conductor,herido,Choque,M,35,1
2018-12-07,CALLE 83 CRA 27,Motociclista,herido,Choque,M,22,1
2018-12-07,CL 75 CR 65,Acompañante,herido,Choque,M,19,1
2018-12-07,CL 75 CR 65,Conductor,herido,Choque,M,23,1
2018-12-07,CR 12 CL 24,Conductor,herido,Choque,M,61,1
2018-12-07,CR 12 CL 24,Pasajero,herido,Choque,M,20,1
2018-12-07,CR 12 CL 24,Pasajero,herido,Choque,M,45,1
2018-12-07,CR 12 CL 24,Pasajero,herido,Choque,M,46,1
2018-12-08,AV CIRCUNVALAR CR 38,Conductor,herido,Choque,M,28,1
2018-12-08,AV CIRCUNVALAR CR 38,Pasajero,herido,Choque,M,28,1
2018-12-08,CARRERA 50 CALLE 54,Acompañante,herido,Choque,F,57,1
2018-12-08,CARRERA 50 CALLE 54,Pasajero,herido,Choque,F,22,1
2018-12-08,CARRERA 50 CALLE 54,Pasajero,herido,Choque,F,52,1
2018-12-08,CARRERA 50 CALLE 54,Pasajero,herido,Choque,M,20,1
2018-12-08,CL 83 21A 97,Acompañante,herido,Choque,F,20,1
2018-12-08,CL 83 21A 97,Motociclista,herido,Choque,M,21,1
2018-12-08,CL 83 21A 97,Motociclista,herido,Choque,M,40,1
2018-12-08,CL 83 71 24,Conductor,herido,Choque,M,31,1
2018-12-08,CRA 44 CALLE 80,Motociclista,herido,Choque,F,33,1
2018-12-09,CL 49B 3 21,Peaton,herido,Atropello,F,37,1
2018-12-09,CL 49B 3 21,Peaton,herido,Atropello,M,8,1
2018-12-09,CL 49B 3 21,Peaton,herido,Atropello,M,28,1
2018-12-09,CL 49B 3 21,Peaton,herido,Atropello,M,38,1
2018-12-09,CARRERA 38 Y 46 AVENIDA CIRCUNVALAR,Motociclista,herido,Choque,M,25,1
2018-12-09,CL 68 CR 53,Motociclista,herido,Choque,M,20,1
2018-12-10,CALLE 30 CARRERA 43,Pasajero,herido,Choque,F,20,1
2018-12-10,CALLE 30 CARRERA 43,Pasajero,herido,Choque,M,19,1
2018-12-10,CARRERA 20 N°44-29,Ciclista,herido,Choque,M,40,1
2018-12-10,CARRERA 67 N°10-338,Motociclista,herido,Choque,F,22,1
2018-12-10,CL 46 10A SUR,Acompañante,herido,Choque,M,15,1
2018-12-10,CL 46 10A SUR,Conductor,herido,Choque,M,26,1
2018-12-10,CL 65B CR 41,Motociclista,herido,Choque,M,45,1
2018-12-10,CL 70 CR 55,Acompañante,herido,Choque,M,29,1
2018-12-10,CR 27 CL 57,Motociclista,herido,Choque,M,20,1
2018-12-11,CL 86 CR 42B,Motociclista,herido,Choque,M,55,1
2018-12-11,CL 86 CR 42B,Pasajero,herido,Choque,M,23,1
2018-12-12,CL 110 9G 390,Peaton,herido,Atropello,M,59,1
2018-12-12,CARRERA 15SUR CALLE 75,Conductor,herido,Choque,M,17,1
2018-12-12,CARRERA 15SUR CALLE 75,Motociclista,herido,Choque,M,44,1
2018-12-12,CL 42B CR 8B,Pasajero,herido,Choque,F,44,1
2018-12-12,CL 42B CR 8B,Pasajero,herido,Choque,M,43,1
2018-12-12,CL 42B CR 8B,Pasajero,herido,Choque,M,50,1
2018-12-12,CL 42B CR 8B,Pasajero,herido,Choque,M,72,1
2018-12-12,CL 77 FRENTE 38D 62,Motociclista,herido,Choque,M,24,1
2018-12-12,CL 90 CR 59,Pasajero,herido,Choque,M,17,1
2018-12-13,CL 69D 38 54,Peaton,herido,Atropello,M,14,1
2018-12-13,CL 72 CR 45,Peaton,herido,Atropello,M,46,1
2018-12-13,CALLE 72 CARRERA 72,Motociclista,herido,Choque,M,32,1
2018-12-13,CARRERA 14 CALLE 64B,Acompañante,herido,Choque,M,28,1
2018-12-13,CARRERA 14 CALLE 64B,Motociclista,herido,Choque,M,22,1
2018-12-13,CL 76 CR 58,Pasajero,herido,Choque,M,14,1
2018-12-13,CL 76 CR 58,Pasajero,herido,Choque,M,34,1
2018-12-13,CL 76 CR 58,Pasajero,herido,Choque,M,71,1
2018-12-13,VIA 40 CARRERA 50,Conductor,herido,Choque,F,24,1
2018-12-13,VIA 40 CARRERA 50,Pasajero,herido,Choque,F,39,1
2018-12-14,CALLE 45 ENTRE CARRERAS 37 Y 38,Ciclista,herido,Choque,M,32,1
2018-12-14,CL 75 CR 21,Conductor,herido,Choque,M,15,1
2018-12-14,CL 75 CR 21,Conductor,herido,Choque,M,26,1
2018-12-14,CL 75 CR 21,Pasajero,herido,Choque,M,15,1
2018-12-15,CR 14 CALLE 45,Peaton,herido,Atropello,M,42,1
2018-12-15,CR 14 CALLE 45,Peaton,herido,Atropello,M,61,1
2018-12-15,CALLE 103 CARRERA 26B,Acompañante,herido,Choque,F,19,1
2018-12-15,CALLE 48 CARRERA 8,Pasajero,herido,Choque,F,27,1
2018-12-15,CALLE 48 CARRERA 8,Pasajero,herido,Choque,M,6,1
2018-12-15,CL 118 CR 24,Motociclista,herido,Choque,M,19,1
2018-12-15,CL 118 CR 24,Pasajero,herido,Choque,F,36,1
2018-12-15,CL 47 CR 7 SUR 136,Acompañante,herido,Choque,M,23,1
2018-12-15,CL 47 CR 7 SUR 136,Motociclista,herido,Choque,M,36,1
2018-12-15,CL 92 CR 2 SUR,Motociclista,herido,Choque,M,41,1
2018-12-16,CL 56 CR 8E,Peaton,herido,Atropello,M,34,1
2018-12-16,CR 6 SUR CL 51B,Peaton,herido,Atropello,M,33,1
2018-12-16,CARRERA 53 CALLE 96,Acompañante,herido,Choque,F,41,1
2018-12-16,CL 110 CR 6,Motociclista,muerto,Choque,M,36,1
2018-12-16,CR 26 CL 51,Motociclista,herido,Choque,M,39,1
2018-12-16,CR 33 CL 35,Pasajero,herido,Choque,M,40,1
2018-12-17,CR 12 CL 119,Peaton,herido,Atropello,M,23,1
2018-12-17,AVENIDA CIRCUNVALAR CARRERA 43,Acompañante,herido,Choque,F,15,1
2018-12-17,AVENIDA CIRCUNVALAR CARRERA 43,Acompañante,herido,Choque,F,16,1
2018-12-17,AVENIDA CIRCUNVALAR CARRERA 43,Acompañante,herido,Choque,F,48,1
2018-12-17,AVENIDA CIRCUNVALAR CARRERA 43,Acompañante,herido,Choque,M,19,1
2018-12-17,CALLE 50A CARRERA 9,Motociclista,herido,Choque,M,26,1
2018-12-17,CARRERA 42F N°79-76,Motociclista,herido,Choque,M,40,1
2018-12-17,CR 21B CL 64C,Acompañante,herido,Choque,M,46,1
2018-12-17,CR 21B CL 64C,Motociclista,herido,Choque,M,31,1
2018-12-17,CR 22 CL 51,Motociclista,herido,Choque,M,19,1
2018-12-18,AVENIDA CIRCUNVALAR CALLE 98,Conductor,herido,Choque,M,47,1
2018-12-18,CALLE 39 CRA 27,Motociclista,herido,Choque,M,43,1
2018-12-18,CL 109E CR13C,Ciclista,herido,Choque,M,8,1
2018-12-18,CL 22 CR 26,Acompañante,herido,Choque,M,32,1
2018-12-18,CL 22 CR 26,Motociclista,herido,Choque,M,36,1
2018-12-18,CL 84 CR 64,Motociclista,herido,Choque,M,28,1
2018-12-19,CALLE 74 CARRERA 38,Peaton,herido,Atropello,M,50,1
2018-12-19,AV CORDIALIDAD CR 14,Acompañante,herido,Choque,M,31,1
2018-12-19,AV CORDIALIDAD CR 14,Motociclista,herido,Choque,M,58,1
2018-12-19,CALLE 84 CRA 64,Motociclista,herido,Choque,M,46,1
2018-12-19,CR 38 CL 84 243,Motociclista,herido,Choque,M,39,1
2018-12-19,CR 44 CL 80,Motociclista,herido,Choque,F,44,1
2018-12-19,CR 53 106 280,Motociclista,herido,Choque,M,25,1
2018-12-19,CL 30 CR 35,Acompañante,herido,Otro,M,26,1
2018-12-20,CARRERA 50 CALLE 47,Peaton,herido,Atropello,F,78,1
2018-12-20,CALLE 72 CARRERA 66,Motociclista,herido,Choque,M,34,1
2018-12-20,CALLE 76 CARRERA 38A,Motociclista,herido,Choque,M,19,1
2018-12-20,CL 45 CR 44 203,Conductor,herido,Choque,M,52,1
2018-12-20,CR 26B CL 68B,Conductor,herido,Choque,M,49,1
2018-12-20,CRA 15 SUR CRA  18,Pasajero,herido,Choque,M,23,1
2018-12-21,CR 27 CL 38,Acompañante,herido,Choque,F,22,1
2018-12-21,CR 27 CL 38,Motociclista,herido,Choque,M,22,1
2018-12-22,CL 44 CR 27,Peaton,herido,Atropello,M,80,1
2018-12-22,CORDIALIDAD CON CIRCUNVALAR,Acompañante,herido,Caida Ocupante,M,29,1
2018-12-22,CR 50 CL 47 Y 48,Pasajero,herido,Choque,F,56,1
2018-12-22,CRA 39 CALLE 37,Peaton,herido,Choque,M,38,1
2018-12-23,AV CORDIALIDAD ENTRADA VILLA CORDIALIDA,Motociclista,herido,Choque,M,29,1
2018-12-23,AV CORDIALIDAD ENTRADA VILLA CORDIALIDA,Pasajero,herido,Choque,M,40,1
2018-12-23,CALLE 110 CARRERA 53,Acompañante,herido,Choque,F,46,1
2018-12-23,CALLE 110 CARRERA 53,Motociclista,herido,Choque,M,47,1
2018-12-23,CARRERA 11 N°34B-15,Conductor,herido,Choque,M,36,1
2018-12-23,CARRERA 24 CALLE 42,Pasajero,herido,Choque,M,34,1
2018-12-23,CR 50 CL 70,Motociclista,herido,Choque,M,43,1
2018-12-24,CL 76 89 08,Peaton,herido,Atropello,M,64,1
2018-12-24,CL 85 55 35,Peaton,herido,Atropello,M,3,1
2018-12-24,CRA 26 CALLE 112D,Acompañante,herido,Choque,F,34,1
2018-12-24,CRA 26 CALLE 112D,Motociclista,herido,Choque,M,20,1
2018-12-25,AVENIDA 47 CRA 9 M,Motociclista,herido,Choque,M,42,1
2018-12-25,AVENIDA 47 CRA 9 M,Motociclista,herido,Choque,M,58,1
2018-12-25,CRA 4 CALLE 47A,Pasajero,herido,Choque,F,17,1
2018-12-25,CRA 4 CALLE 47A,Pasajero,herido,Choque,M,36,1
2018-12-26,CALLE 78 CRA 2,Acompañante,herido,Atropello,M,18,1
2018-12-26,CALLE 78 CRA 2,Motociclista,herido,Atropello,M,19,1
2018-12-26,CALLE 78 CRA 2,Peaton,herido,Atropello,F,47,1
2018-12-26,CR 38 CL 60 39,Peaton,herido,Atropello,M,55,1
2018-12-26,CL 84 CR 42A3,Acompañante,herido,Choque,M,22,1
2018-12-26,CL 84 CR 42A3,Motociclista,herido,Choque,M,28,1
2018-12-26,VIA 40 CALLE 67,Conductor,herido,Choque,M,59,1
2018-12-26,VIA 40 CALLE 67,Pasajero,herido,Choque,M,43,1
2018-12-27,CL 17 CR 13,Peaton,herido,Atropello,F,70,1
2018-12-27,CL 46 FRENTE AL 45 50,Pasajero,herido,Caida Ocupante,F,78,1
2018-12-27,CL 60 CR 14,Acompañante,herido,Choque,F,65,1
2018-12-28,CALLE 63B CRA 25,Acompañante,herido,Choque,M,27,1
2018-12-28,CALLE 63B CRA 25,Motociclista,herido,Choque,M,26,1
2018-12-28,CR 1 CL 44A,Pasajero,herido,Choque,M,17,1
2018-12-28,CR 25 CL 35,Pasajero,herido,Choque,M,43,1
2018-12-28,CR 25 CL 35,Pasajero,herido,Choque,M,46,1
2018-12-28,CR 26 CL 47,Motociclista,herido,Choque,M,28,1
2018-12-28,CR 26 CL 47,Pasajero,herido,Choque,M,29,1
2018-12-28,CR 53 CL 55,Motociclista,herido,Choque,M,33,1
2018-12-28,CRA 41 CALLE 63,Motociclista,herido,Otro,M,31,1
2018-12-29,CALLE 35A CRA 7H,Motociclista,herido,Choque,M,25,1
2018-12-29,CALLE 35A CRA 7H,Motociclista,herido,Choque,M,30,1
2018-12-29,CL 66 CR 43,Motociclista,herido,Choque,F,26,1
2018-12-30,CR 23 17 32,Peaton,herido,Atropello,M,58,1
2018-12-30,VIA 40 CR 46 Y 50,Peaton,herido,Atropello,M,77,1
2018-12-31,CR 36B CL 118,Motociclista,herido,Choque,F,32,1
2018-12-31,CR 51B CL 93,Motociclista,herido,Choque,M,54,1
2018-12-31,CR 98 CL 80,Pasajero,herido,Choque,M,43,1
2019-01-01,CL 99D CR 8E,Acompañante,herido,Atropello,M,20,1
2019-01-01,CL 99D CR 8E,Motociclista,herido,Atropello,M,18,1
2019-01-01,CL 99D CR 8E,Peaton,herido,Atropello,M,12,1
2019-01-01,CL 17 CR 30,Acompañante,herido,Choque,M,31,1
2019-01-01,CL 30 CR 27,Motociclista,herido,Choque,M,24,1
2019-01-02,AV CIRCUNVALAR CR 13,Motociclista,muerto,Choque,M,51,1
2019-01-02,CL 110 CR 9G,Acompañante,herido,Choque,M,52,1
2019-01-02,CL 30 CR 14,Acompañante,herido,Choque,M,49,1
2019-01-02,CL 30 CR 14,Conductor,herido,Choque,M,40,1
2019-01-02,CL 86 CR 51B,Acompañante,herido,Choque,F,34,1
2019-01-02,CL 86 CR 51B,Motociclista,herido,Choque,M,34,1
2019-01-02,CR 11 CL 40,Motociclista,herido,Choque,M,23,1
2019-01-02,CR 11 CL 40,Motociclista,herido,Choque,M,24,1
2019-01-02,CR 22 CL 37,Acompañante,herido,Choque,M,26,1
2019-01-03,CALLE 37C CRA 3C,Ciclista,herido,Choque,M,13,1
2019-01-03,CL 45 CR 14,Pasajero,herido,Choque,M,21,1
2019-01-03,CL 45 CR 14,Pasajero,herido,Choque,M,45,1
2019-01-03,CL 45 CR 14,Pasajero,herido,Choque,M,76,1
2019-01-03,CR 50 CL 64,Pasajero,herido,Choque,F,38,1
2019-01-03,CR 50 CL 64,Pasajero,herido,Choque,M,36,1
2019-01-03,CR 7C CL 76,Motociclista,herido,Choque,M,23,1
2019-01-03,CRA 14 CALLE 63,Motociclista,herido,Choque,M,22,1
2019-01-04,CALLE 30 CRA 45,Peaton,herido,Atropello,M,64,1
2019-01-04,CALLE 45 CRA 30,Peaton,herido,Atropello,F,63,1
2019-01-04,CL 90 53 20,Pasajero,herido,Choque,M,41,1
2019-01-04,CRA 21B CALLE 63C,Acompañante,herido,Choque,M,21,1
2019-01-04,CRA 21B CALLE 63C,Motociclista,herido,Choque,M,25,1
2019-01-04,CRA 53 CALLE 106,Motociclista,herido,Choque,M,40,1
2019-01-05,CL 84B CR 41F,Acompañante,herido,Caida Ocupante,M,40,1
2019-01-05,CL 84B CR 41F,Motociclista,herido,Caida Ocupante,M,38,1
2019-01-05,AVENIDA 110 CALLE 93,Conductor,herido,Choque,M,47,1
2019-01-05,AVENIDA 110 CALLE 93,Motociclista,herido,Choque,M,41,1
2019-01-06,CL 33E 2 164,Motociclista,herido,Atropello,M,28,1
2019-01-06,CL 33E 2 164,Peaton,herido,Atropello,M,71,1
2019-01-06,CL 57 CR 24,Pasajero,herido,Caida Ocupante,M,3,1
2019-01-06,CL 57 CR 24,Pasajero,herido,Caida Ocupante,M,28,1
2019-01-06,CL 17 CR 25,Motociclista,herido,Choque,M,57,1
2019-01-07,CR 51B CL 106,Peaton,herido,Atropello,M,55,1
2019-01-07,CL 94 CR 3A,Acompañante,herido,Choque,M,21,1
2019-01-07,CL 94 CR 3A,Motociclista,herido,Choque,M,20,1
2019-01-08,CL 110 CR 9,Motociclista,herido,Choque,M,30,1
2019-01-08,CL 30 CR 24,Pasajero,herido,Choque,F,31,1
2019-01-08,CL 30 CR 24,Pasajero,herido,Choque,M,40,1
2019-01-08,CL 72 CR 36,Motociclista,herido,Choque,M,33,1
2019-01-08,CL 74 CR 41C,Acompañante,herido,Choque,M,49,1
2019-01-08,CL 74 CR 41C,Motociclista,herido,Choque,M,30,1
2019-01-08,CL 84 CR 68,Acompañante,herido,Choque,F,15,1
2019-01-08,CL 84 CR 68,Motociclista,herido,Choque,M,44,1
2019-01-08,CL 86 CR 42G,Motociclista,herido,Choque,F,28,1
2019-01-08,CR 26C1 82 08,Acompañante,herido,Choque,F,46,1
2019-01-08,CR 57 CL 85,Motociclista,herido,Choque,F,32,1
2019-01-08,CR 9 74 15,Acompañante,herido,Choque,M,63,1
2019-01-08,CR 9 74 15,Motociclista,herido,Choque,M,19,1
2019-01-09,CL 110 CR 46,Acompañante,herido,Choque,M,20,1
2019-01-09,CL 90 CR 2 24,Motociclista,herido,Choque,M,20,1
2019-01-09,CL 90 CR 2 24,Motociclista,herido,Choque,M,40,1
2019-01-09,CR 27 CL 41,Motociclista,herido,Choque,M,36,1
2019-01-10,AV MURILLO ESTADIO METROPOLITANO,Peaton,herido,Atropello,M,8,1
2019-01-10,CL 30 29 101,Motociclista,herido,Choque,M,58,1
2019-01-11,CL 110 CR 6,Conductor,herido,Choque,M,29,1
2019-01-11,CL 110 CR 6,Pasajero,herido,Choque,M,38,1
2019-01-11,CL 110 CR 6,Pasajero,herido,Choque,M,63,1
2019-01-11,CL 29 CR 32,Ciclista,herido,Choque,M,31,1
2019-01-11,CL 29 CR 32,Motociclista,herido,Choque,M,15,1
2019-01-12,AV CIRCUNVALAR CL 98,Motociclista,herido,Choque,M,35,1
2019-01-12,AV CIRCUNVALAR CL 98,Pasajero,herido,Choque,F,22,1
2019-01-12,CL 110 CR 6,Motociclista,herido,Choque,M,31,1
2019-01-12,CL 30 CR 26,Motociclista,herido,Choque,M,26,1
2019-01-12,CR 15 SUR 90B 116,Motociclista,herido,Choque,M,23,1
2019-01-12,VIA GALAPA ENTRADA VILLA CORDIALIDAD,Motociclista,herido,Choque,M,48,1
2019-01-12,VIA GALAPA ENTRADA VILLA CORDIALIDAD,Pasajero,herido,Choque,M,38,1
2019-01-13,CR 1E CL 48,Peaton,herido,Atropello,M,27,1
2019-01-13,CL 119 CR 10A 8,Peaton,herido,Choque,M,62,1
2019-01-13,CR 14 CL 54,Motociclista,herido,Choque,M,29,1
2019-01-13,CR 44 CL 44,Ciclista,herido,Choque,M,29,1
2019-01-13,AVENIDA CORDIALIDAD CR 19,Motociclista,herido,Otro,F,24,1
2019-01-14,AV 110 CR 9G,Motociclista,herido,Choque,M,59,1
2019-01-14,AV CIRCUNVALAR ALTURA EUROPARK,Motociclista,herido,Choque,M,21,1
2019-01-14,CL 30 CR 4,Pasajero,herido,Choque,M,36,1
2019-01-14,CL 30 CR 4,Pasajero,herido,Choque,M,47,1
2019-01-14,CL 45 CR 11 SUR,Motociclista,herido,Choque,M,29,1
